utterance_id,audio_path,language,speaker_id,gender,transcription,duration_sec,noise_level_db,collection_source,quality_flag,lang_warning
utt_1552,s3://india-speaks/raw/ur/utt_1552.wav,te,ab9fc11d,F,naam hu aapka kaise hai se naam dilli swagat,4.0,35.75,crowdsourced,-1,Detected:nl
utt_1553,s3://india-speaks/raw/ta/utt_1553.wav,mr,1a6ef362,Other,namaste ho hai se hai,4.28,23.93,crowdsourced,0,Detected:it
utt_1554,s3://india-speaks/raw/ur/utt_1554.wav,ur,2cb7a113,F,aapka dilli mera swagat,4.22,46.43,call-center,0,Detected:en
utt_1555,s3://india-speaks/raw/en/utt_1555.wav,ur,bc051c7b,Other,mera namaste hai hai swagat,4.63,33.92,studio,0,Detected:it
utt_1556,s3://india-speaks/raw/te/utt_1556.wav,kn,d500bb10,F,mera aaya se dilli mera hai se,4.41,39.28,call-center,-1,Detected:it
utt_1557,s3://india-speaks/raw/bn/utt_1557.wav,ml,4e5a3506,M,ho aaya namaste aaya se hu swagat swagat aaya,0.97,43.61,call-center,0,Detected:en
utt_1558,s3://india-speaks/raw/gu/utt_1558.wav,te,d05f2e00,M,aapka dilli hai namaste dilli namaste naam,0.67,37.74,call-center,-1,Detected:nl
utt_1559,s3://india-speaks/raw/te/utt_1559.wav,en,d57bf440,Other,namaste hu mera aapka dilli aaya ho hu swagat,3.58,33.87,studio,-1,
utt_1560,s3://india-speaks/raw/pa/utt_1560.wav,kn,7510a1e2,M,aapka ho se hai aaya namaste,1.63,40.94,call-center,1,Detected:it
utt_1561,s3://india-speaks/raw/ml/utt_1561.wav,te,bf701bc4,F,namaste namaste hai hu se hai dilli,4.29,35.62,call-center,0,Detected:it
utt_1562,s3://india-speaks/raw/ml/utt_1562.wav,bn,1c421c3a,Other,naam mera hai ho,2.47,29.43,call-center,1,Detected:it
utt_1563,s3://india-speaks/raw/te/utt_1563.wav,kn,a54ea2c3,F,aaya dilli aaya swagat,3.04,38.44,studio,1,Detected:en
utt_1564,s3://india-speaks/raw/ta/utt_1564.wav,te,384af5a3,M,hai hai dilli namaste mera aapka hai se,3.98,59.47,studio,-1,Detected:it
utt_1565,s3://india-speaks/raw/ta/utt_1565.wav,bn,7ecb27fd,Other,aaya aaya hai aapka hu kaise kaise swagat,2.91,25.51,call-center,0,Detected:en
utt_1566,s3://india-speaks/raw/mr/utt_1566.wav,te,7772f077,Other,aaya naam hai se mera namaste aapka mera dilli dilli,0.74,25.28,call-center,-1,Detected:nl
utt_1567,s3://india-speaks/raw/hi/utt_1567.wav,ml,d8c9f4fd,Other,aapka namaste hai aapka hai hu swagat aaya hai,0.65,54.13,crowdsourced,1,Detected:it
utt_1568,s3://india-speaks/raw/ta/utt_1568.wav,te,802c5a8c,M,hai mera aapka swagat kaise swagat ho ho aaya,4.53,24.22,studio,0,Detected:it
utt_1569,s3://india-speaks/raw/ml/utt_1569.wav,ml,70462814,Other,swagat hai namaste,1.72,27.85,call-center,-1,Detected:it
utt_1570,s3://india-speaks/raw/mr/utt_1570.wav,te,671a15de,M,se mera hu namaste swagat hai aaya swagat,2.48,50.87,call-center,0,Detected:it
utt_1571,s3://india-speaks/raw/ta/utt_1571.wav,bn,aa9f32f6,F,aaya hu swagat se ho namaste,4.14,27.25,call-center,-1,Detected:it
utt_1572,s3://india-speaks/raw/en/utt_1572.wav,mr,2c23fb15,F,naam aaya hai hai namaste se hai kaise ho,4.36,57.61,call-center,-1,Detected:it
utt_1573,s3://india-speaks/raw/pa/utt_1573.wav,ur,76a01047,M,naam hu hu dilli hu hu,3.71,52.61,call-center,1,Detected:hu
utt_1574,s3://india-speaks/raw/pa/utt_1574.wav,mr,e2193032,Other,dilli se aaya,2.86,47.84,crowdsourced,1,Detected:tr
utt_1575,s3://india-speaks/raw/kn/utt_1575.wav,hi,ca13ae1f,M,namaste mera namaste swagat namaste hu se mera hai,3.16,49.95,crowdsourced,-1,Detected:it
utt_1576,s3://india-speaks/raw/mr/utt_1576.wav,ml,d15e1ef5,Other,aaya dilli dilli hai aaya naam hai,3.74,30.93,crowdsourced,-1,Detected:it
utt_1577,s3://india-speaks/raw/gu/utt_1577.wav,ta,d3a0ee9a,F,swagat namaste aaya dilli,3.45,40.32,call-center,1,Detected:en
utt_1578,s3://india-speaks/raw/gu/utt_1578.wav,te,8fde6f52,M,se kaise swagat aapka,1.22,24.23,studio,-1,Detected:fi
utt_1579,s3://india-speaks/raw/pa/utt_1579.wav,ur,faea6455,Other,kaise dilli dilli dilli,3.88,57.5,call-center,-1,Detected:en
utt_1580,s3://india-speaks/raw/ur/utt_1580.wav,mr,0ebc0f79,F,ho se hai aaya naam kaise kaise,1.98,26.95,call-center,0,Detected:fi
utt_1581,s3://india-speaks/raw/hi/utt_1581.wav,ta,8ffed207,M,kaise se aaya,1.4,46.87,call-center,0,Detected:fi
utt_1582,s3://india-speaks/raw/ml/utt_1582.wav,ml,80120888,M,ho dilli swagat mera se se aaya aapka mera naam,3.8,43.45,crowdsourced,0,Detected:nl
utt_1583,s3://india-speaks/raw/bn/utt_1583.wav,kn,daa7ea2e,F,aapka se aaya aaya,3.94,46.11,crowdsourced,-1,Detected:en
utt_1584,s3://india-speaks/raw/ta/utt_1584.wav,ta,46c3f737,Other,aapka naam dilli mera,2.0,33.92,call-center,-1,Detected:nl
utt_1585,s3://india-speaks/raw/hi/utt_1585.wav,mr,7e117c24,F,hai kaise hu namaste hai naam swagat dilli,2.73,57.79,crowdsourced,-1,Detected:it
utt_1587,s3://india-speaks/raw/gu/utt_1587.wav,en,699169e0,Other,ho dilli hu se ho mera aapka,2.36,25.3,call-center,-1,Detected:it
utt_1588,s3://india-speaks/raw/mr/utt_1588.wav,kn,e6d31145,M,aapka ho namaste mera aapka kaise hai hai mera hai,0.94,43.45,crowdsourced,0,Detected:it
utt_1589,s3://india-speaks/raw/en/utt_1589.wav,gu,ec5ceb71,M,swagat mera hai,1.68,45.82,studio,-1,Detected:it
utt_1590,s3://india-speaks/raw/bn/utt_1590.wav,te,e6cc862a,F,se aaya hai,3.29,49.96,crowdsourced,1,Detected:it
utt_1591,s3://india-speaks/raw/mr/utt_1591.wav,kn,2d4d1e25,F,mera kaise ho swagat namaste naam kaise,2.85,54.14,call-center,1,Detected:nl
utt_1592,s3://india-speaks/raw/kn/utt_1592.wav,ta,f1591dfc,F,hai ho aapka ho naam se hu ho ho,0.94,48.77,crowdsourced,1,Detected:it
utt_1593,s3://india-speaks/raw/gu/utt_1593.wav,hi,26c8b776,F,hai kaise swagat mera namaste se swagat kaise dilli hu,1.03,27.59,crowdsourced,0,Detected:fi
utt_1594,s3://india-speaks/raw/kn/utt_1594.wav,ur,0a6d0750,F,hai kaise aapka aaya ho mera mera namaste aaya,1.63,44.95,studio,0,Detected:en
utt_1595,s3://india-speaks/raw/kn/utt_1595.wav,hi,5b7b7a4e,F,mera hu hu naam hai namaste kaise,1.49,53.97,call-center,-1,Detected:nl
utt_1596,s3://india-speaks/raw/pa/utt_1596.wav,gu,a7579d09,M,hai kaise namaste mera se se,3.64,48.32,studio,-1,Detected:fi
utt_1597,s3://india-speaks/raw/pa/utt_1597.wav,ta,60ff8ad7,M,dilli hu kaise aaya ho hai namaste swagat hai,4.22,22.11,call-center,-1,Detected:it
utt_1598,s3://india-speaks/raw/gu/utt_1598.wav,bn,648754b0,M,namaste mera naam mera dilli kaise swagat aaya naam aaya,2.28,22.68,call-center,1,Detected:nl
utt_1599,s3://india-speaks/raw/kn/utt_1599.wav,mr,e67fdfd9,Other,aapka swagat swagat ho se ho swagat,0.64,22.56,crowdsourced,-1,Detected:ro
utt_1600,s3://india-speaks/raw/hi/utt_1600.wav,mr,12b67e76,F,swagat hai mera aapka namaste,3.19,42.64,crowdsourced,1,Detected:en
utt_1601,s3://india-speaks/raw/ml/utt_1601.wav,ml,a9507ee6,M,hai mera naam hu aapka swagat se swagat,0.6,29.5,crowdsourced,1,Detected:nl
utt_1602,s3://india-speaks/raw/bn/utt_1602.wav,ta,66c38803,F,aapka hai naam naam hai kaise hu se,1.36,23.57,crowdsourced,-1,Detected:nl
utt_1603,s3://india-speaks/raw/kn/utt_1603.wav,kn,956bb7ab,F,swagat aaya swagat,1.3,38.52,crowdsourced,0,Detected:en
utt_1605,s3://india-speaks/raw/ur/utt_1605.wav,gu,29b4442c,M,hu hu se namaste hu aaya swagat ho mera,2.45,53.61,crowdsourced,0,Detected:hu
utt_1606,s3://india-speaks/raw/te/utt_1606.wav,ur,6948456d,Other,naam aaya ho aaya dilli aaya se aapka hu,2.24,34.44,crowdsourced,0,Detected:en
utt_1607,s3://india-speaks/raw/ur/utt_1607.wav,ta,67ca73e4,F,aaya hai hu,2.58,53.45,studio,-1,Detected:en
utt_1608,s3://india-speaks/raw/ur/utt_1608.wav,en,8afec805,M,swagat ho ho hai hai naam,1.01,25.18,call-center,1,Detected:it
utt_1609,s3://india-speaks/raw/en/utt_1609.wav,ur,8cda72cc,M,swagat hai ho hu aaya namaste swagat naam dilli dilli,3.66,46.24,crowdsourced,1,Detected:it
utt_1610,s3://india-speaks/raw/en/utt_1610.wav,ta,480b72ca,Other,swagat kaise dilli,2.05,43.65,studio,1,Detected:fi
utt_1611,s3://india-speaks/raw/pa/utt_1611.wav,ur,2db7e83b,F,aapka naam dilli swagat mera swagat dilli swagat,2.49,57.08,crowdsourced,0,Detected:nl
utt_1612,s3://india-speaks/raw/ta/utt_1612.wav,pa,4ada6165,M,aaya aapka ho kaise namaste,3.84,57.42,call-center,1,Detected:en
utt_1613,s3://india-speaks/raw/gu/utt_1613.wav,te,423a34e1,M,namaste se dilli ho hai se ho swagat hai,0.78,40.35,studio,0,Detected:it
utt_1614,s3://india-speaks/raw/kn/utt_1614.wav,bn,d93fb4cb,F,naam hai dilli naam namaste dilli,2.23,40.4,crowdsourced,0,Detected:nl
utt_1615,s3://india-speaks/raw/kn/utt_1615.wav,ml,63301235,F,hai namaste dilli hu dilli aaya namaste namaste namaste,4.93,47.52,crowdsourced,1,Detected:en
utt_1616,s3://india-speaks/raw/en/utt_1616.wav,pa,ca5b00f3,Other,naam se swagat namaste,1.72,49.65,crowdsourced,-1,Detected:nl
utt_1617,s3://india-speaks/raw/pa/utt_1617.wav,mr,7777a784,F,aaya se hu aaya,2.9,58.39,crowdsourced,0,Detected:en
utt_1618,s3://india-speaks/raw/mr/utt_1618.wav,te,9d5bd9b3,Other,hai naam aaya,4.88,33.74,studio,0,Detected:en
utt_1619,s3://india-speaks/raw/mr/utt_1619.wav,ur,4162db03,F,aaya kaise swagat swagat namaste,4.31,23.23,crowdsourced,0,Detected:en
utt_1620,s3://india-speaks/raw/bn/utt_1620.wav,mr,cf5cbff4,F,namaste swagat kaise hai kaise aaya namaste hai,1.46,54.2,studio,-1,Detected:it
utt_1621,s3://india-speaks/raw/ml/utt_1621.wav,mr,109c5b8d,F,hai se hai namaste aaya naam se se,4.84,51.13,studio,-1,Detected:it
utt_1622,s3://india-speaks/raw/ur/utt_1622.wav,gu,41437d24,F,hai dilli hai aaya hai hai,2.12,39.9,studio,0,Detected:it
utt_1623,s3://india-speaks/raw/gu/utt_1623.wav,hi,9cb7892f,Other,aapka se namaste naam dilli hu swagat aapka hu,3.6,57.93,call-center,0,Detected:nl
utt_1624,s3://india-speaks/raw/mr/utt_1624.wav,ml,fe69e6d4,Other,aapka aaya namaste se dilli ho aaya,2.32,49.37,call-center,-1,Detected:pt
utt_1625,s3://india-speaks/raw/en/utt_1625.wav,te,2ec375a9,M,hu aapka hai mera swagat,0.58,23.2,call-center,0,Detected:it
utt_1626,s3://india-speaks/raw/ta/utt_1626.wav,te,d0daf305,M,naam hai namaste namaste swagat se hai,1.06,25.59,call-center,1,Detected:nl
utt_1627,s3://india-speaks/raw/ta/utt_1627.wav,kn,41295756,Other,aaya kaise hu aapka aapka ho,2.52,31.98,studio,0,Detected:en
utt_1628,s3://india-speaks/raw/en/utt_1628.wav,ml,03fe2add,Other,aapka kaise dilli aapka ho hu,2.46,45.41,call-center,-1,Detected:fi
utt_1629,s3://india-speaks/raw/kn/utt_1629.wav,ur,18740339,F,hai mera aaya hai aapka,2.54,32.95,call-center,-1,Detected:it
utt_1630,s3://india-speaks/raw/ml/utt_1630.wav,te,f0c20830,F,aaya ho ho,2.85,25.25,studio,1,Detected:it
utt_1631,s3://india-speaks/raw/en/utt_1631.wav,ur,d2c357f5,Other,namaste naam hai,1.06,56.23,crowdsourced,0,Detected:nl
utt_1632,s3://india-speaks/raw/ur/utt_1632.wav,ta,a0df5c64,F,kaise aapka namaste swagat aapka kaise swagat,2.82,46.33,crowdsourced,0,Detected:fi
utt_1633,s3://india-speaks/raw/ur/utt_1633.wav,ur,a6cfb103,M,kaise hai dilli,1.21,52.82,call-center,1,Detected:it
utt_1634,s3://india-speaks/raw/ml/utt_1634.wav,hi,abcbc692,Other,hai hai namaste aaya,2.51,51.48,call-center,-1,Detected:it
utt_1635,s3://india-speaks/raw/bn/utt_1635.wav,ml,c336ca71,F,hai hai naam aapka dilli hai aapka hu mera hai,3.47,27.81,studio,-1,Detected:it
utt_1636,s3://india-speaks/raw/bn/utt_1636.wav,hi,6a11454c,M,dilli naam aapka swagat hu namaste se mera,4.26,42.51,call-center,-1,Detected:nl
utt_1638,s3://india-speaks/raw/kn/utt_1638.wav,mr,976612a0,Other,se swagat swagat hai swagat naam naam kaise kaise,4.32,45.4,call-center,1,Detected:nl
utt_1639,s3://india-speaks/raw/te/utt_1639.wav,pa,7eda6826,Other,swagat mera naam,2.83,55.97,studio,-1,Detected:nl
utt_1640,s3://india-speaks/raw/kn/utt_1640.wav,hi,04445d10,F,hai aaya kaise mera se dilli mera se naam,3.08,24.55,call-center,-1,Detected:nl
utt_1641,s3://india-speaks/raw/kn/utt_1641.wav,ml,0488b12c,F,dilli dilli mera ho swagat dilli hai mera,3.49,56.66,studio,1,Detected:it
utt_1642,s3://india-speaks/raw/en/utt_1642.wav,pa,d1c8c172,M,kaise hu aaya hai kaise,0.51,47.34,crowdsourced,0,Detected:fi
utt_1643,s3://india-speaks/raw/gu/utt_1643.wav,ml,5a8c00bf,F,swagat swagat swagat kaise dilli mera kaise se hu,1.75,39.81,studio,0,Detected:fi
utt_1644,s3://india-speaks/raw/gu/utt_1644.wav,mr,ff32f4fa,F,ho naam swagat dilli aaya hai aapka,0.99,36.97,call-center,0,Detected:en
utt_1645,s3://india-speaks/raw/ur/utt_1645.wav,bn,2d6b14fa,Other,hai hai hai naam naam,4.02,56.55,crowdsourced,0,Detected:it
utt_1646,s3://india-speaks/raw/en/utt_1646.wav,mr,f1963ea5,M,ho se ho aapka ho hai se kaise se,3.35,36.6,crowdsourced,1,Detected:it
utt_1647,s3://india-speaks/raw/ml/utt_1647.wav,mr,57c01b09,Other,ho swagat mera hai namaste dilli naam namaste,4.75,27.93,crowdsourced,1,Detected:nl
utt_1648,s3://india-speaks/raw/gu/utt_1648.wav,te,0cc3bec8,F,hai dilli naam swagat swagat se,3.74,59.64,crowdsourced,-1,Detected:nl
utt_1649,s3://india-speaks/raw/mr/utt_1649.wav,bn,174f4395,Other,kaise namaste namaste hu hu aapka,2.82,22.7,studio,-1,Detected:hu
utt_1650,s3://india-speaks/raw/kn/utt_1650.wav,pa,988ee988,F,kaise hai aapka,0.65,45.62,call-center,-1,Detected:en
utt_1651,s3://india-speaks/raw/ur/utt_1651.wav,hi,fa85e06d,Other,se namaste hu aaya ho swagat mera hu namaste,1.6,34.89,call-center,0,Detected:hu
utt_1652,s3://india-speaks/raw/pa/utt_1652.wav,ml,cc86af10,M,mera swagat ho ho ho aapka,4.34,28.73,call-center,0,Detected:it
utt_1653,s3://india-speaks/raw/mr/utt_1653.wav,te,2d4cd222,M,swagat aaya swagat ho,4.26,25.39,studio,1,Detected:it
utt_1655,s3://india-speaks/raw/ta/utt_1655.wav,kn,65c6b910,M,hai aapka ho aapka swagat aapka kaise,3.59,34.86,crowdsourced,-1,Detected:en
utt_1656,s3://india-speaks/raw/ta/utt_1656.wav,gu,f9f05340,Other,aapka dilli ho mera hai ho kaise,1.89,38.12,studio,1,Detected:it
utt_1657,s3://india-speaks/raw/hi/utt_1657.wav,te,8b2f11e4,Other,ho dilli se,1.64,54.34,call-center,0,Detected:it
utt_1658,s3://india-speaks/raw/ta/utt_1658.wav,en,5fe06c6d,Other,hai namaste hai ho namaste,3.14,56.45,call-center,1,Detected:it
utt_1659,s3://india-speaks/raw/te/utt_1659.wav,bn,60af4f69,F,aapka naam namaste aapka aaya hai naam swagat,3.46,51.41,crowdsourced,-1,Detected:nl
utt_1660,s3://india-speaks/raw/en/utt_1660.wav,hi,b4b795f6,Other,aaya hai swagat,1.25,40.4,call-center,1,Detected:it
utt_1661,s3://india-speaks/raw/gu/utt_1661.wav,mr,a90cb966,Other,aapka mera swagat kaise se se mera,2.91,24.24,crowdsourced,0,Detected:fi
utt_1662,s3://india-speaks/raw/bn/utt_1662.wav,en,80e6561d,M,ho dilli namaste kaise hai mera dilli,0.78,43.53,studio,0,Detected:it
utt_1663,s3://india-speaks/raw/te/utt_1663.wav,gu,36be5e1b,Other,ho naam hai mera swagat,0.99,55.19,crowdsourced,-1,Detected:it
utt_1664,s3://india-speaks/raw/ta/utt_1664.wav,ta,222f8240,Other,namaste namaste hu naam swagat aaya hai,3.63,54.88,studio,-1,Detected:nl
utt_1665,s3://india-speaks/raw/ml/utt_1665.wav,mr,a9d1c76c,M,swagat ho hai kaise naam namaste se,2.45,23.27,studio,1,Detected:nl
utt_1666,s3://india-speaks/raw/bn/utt_1666.wav,ur,e78a69a9,M,mera aapka hai namaste mera hai,3.97,59.47,studio,-1,Detected:it
utt_1667,s3://india-speaks/raw/bn/utt_1667.wav,ur,5ff2a932,Other,hai ho hu mera,1.01,21.13,studio,-1,Detected:it
utt_1668,s3://india-speaks/raw/bn/utt_1668.wav,hi,a49efcf1,Other,namaste dilli aapka dilli se hu kaise ho aaya aaya,3.72,35.22,studio,1,Detected:en
utt_1669,s3://india-speaks/raw/mr/utt_1669.wav,mr,5c66e71c,Other,dilli ho hu aaya se kaise hai dilli mera,1.9,35.35,crowdsourced,-1,Detected:it
utt_1670,s3://india-speaks/raw/pa/utt_1670.wav,mr,1b68a70f,M,hu aapka mera,3.86,47.99,studio,-1,Detected:en
utt_1671,s3://india-speaks/raw/hi/utt_1671.wav,ta,6b539989,Other,namaste mera kaise dilli,0.92,32.68,call-center,0,Detected:fi
utt_1672,s3://india-speaks/raw/hi/utt_1672.wav,ml,e533bee8,Other,namaste hu kaise dilli ho kaise namaste dilli ho,3.6,51.54,crowdsourced,-1,Detected:hu
utt_1673,s3://india-speaks/raw/ml/utt_1673.wav,ta,8e34276a,M,swagat ho hai hai namaste ho,4.81,30.21,studio,-1,Detected:it
utt_1674,s3://india-speaks/raw/pa/utt_1674.wav,kn,e5f6996f,F,naam aapka dilli ho,4.44,44.92,studio,0,Detected:nl
utt_1675,s3://india-speaks/raw/bn/utt_1675.wav,en,4b95d08e,Other,aaya hai se naam se ho hai ho swagat dilli,4.18,40.77,studio,0,Detected:it
utt_1676,s3://india-speaks/raw/bn/utt_1676.wav,mr,eab964ca,M,ho dilli naam,4.68,57.85,studio,0,Detected:nl
utt_1677,s3://india-speaks/raw/gu/utt_1677.wav,en,c722a7c3,M,dilli dilli aaya mera mera,5.0,46.74,call-center,0,
utt_1678,s3://india-speaks/raw/ur/utt_1678.wav,hi,6721bec5,Other,se hai aaya se hai naam aapka aapka,2.76,29.4,crowdsourced,0,Detected:it
utt_1679,s3://india-speaks/raw/ta/utt_1679.wav,en,fa29c18e,Other,hai naam dilli dilli naam ho dilli,2.07,33.14,call-center,0,Detected:nl
utt_1681,s3://india-speaks/raw/en/utt_1681.wav,ml,3efddcc3,M,se dilli ho swagat hu,3.44,29.69,studio,0,Detected:it
utt_1682,s3://india-speaks/raw/ml/utt_1682.wav,kn,8309de0e,F,mera hu naam,4.69,29.68,studio,-1,Detected:nl
utt_1683,s3://india-speaks/raw/gu/utt_1683.wav,pa,4cd5e976,M,hai naam mera swagat,3.71,32.96,call-center,1,Detected:nl
utt_1684,s3://india-speaks/raw/te/utt_1684.wav,hi,0c99f21d,M,ho kaise aaya swagat se,2.35,58.74,call-center,0,Detected:it
utt_1685,s3://india-speaks/raw/te/utt_1685.wav,gu,6074170f,Other,dilli aaya mera se kaise hai ho hai namaste dilli,1.82,38.86,studio,1,Detected:it
utt_1686,s3://india-speaks/raw/gu/utt_1686.wav,ml,7e38eb2d,Other,hu aapka se hu hai hu,2.76,27.0,studio,0,Detected:hu
utt_1687,s3://india-speaks/raw/mr/utt_1687.wav,gu,e2393d41,F,aapka kaise naam,4.0,49.76,crowdsourced,0,Detected:af
utt_1688,s3://india-speaks/raw/en/utt_1688.wav,ur,c90f06e4,M,namaste kaise swagat hai se ho namaste hai naam swagat,4.87,52.11,crowdsourced,0,Detected:it
utt_1689,s3://india-speaks/raw/ta/utt_1689.wav,pa,0d2c7233,Other,naam mera se hai hai namaste,4.89,58.92,call-center,-1,Detected:it
utt_1690,s3://india-speaks/raw/ta/utt_1690.wav,ur,6ff7f2ba,Other,mera naam ho mera,2.28,37.12,crowdsourced,-1,Detected:nl
utt_1691,s3://india-speaks/raw/pa/utt_1691.wav,te,9f4d06e8,F,hai hu hai swagat aapka aaya mera aaya dilli,3.72,30.78,crowdsourced,0,Detected:it
utt_1692,s3://india-speaks/raw/ta/utt_1692.wav,en,f0e2481e,F,kaise aaya aaya naam,4.95,35.38,crowdsourced,-1,Detected:af
utt_1693,s3://india-speaks/raw/hi/utt_1693.wav,bn,10eba703,Other,aaya hai aapka namaste hu,2.21,29.33,crowdsourced,-1,Detected:en
utt_1694,s3://india-speaks/raw/hi/utt_1694.wav,ur,86ec90c7,M,mera hu hu ho,4.84,31.15,studio,1,Detected:hu
utt_1695,s3://india-speaks/raw/en/utt_1695.wav,kn,b8de57de,F,aaya swagat mera naam mera aaya hu namaste swagat aapka,4.43,37.52,call-center,-1,Detected:en
utt_1696,s3://india-speaks/raw/kn/utt_1696.wav,hi,a0b91a1b,M,naam hai se se se kaise hu hai namaste,1.59,42.48,studio,0,Detected:eu
utt_1697,s3://india-speaks/raw/kn/utt_1697.wav,pa,3d9fcf66,F,hu swagat hai hai aapka ho namaste hu,1.96,29.19,call-center,1,Detected:it
utt_1698,s3://india-speaks/raw/mr/utt_1698.wav,en,b6e40cb0,F,aaya swagat mera ho namaste namaste aapka namaste hai,4.95,28.96,crowdsourced,0,
utt_1699,s3://india-speaks/raw/mr/utt_1699.wav,kn,eff489db,M,hu ho hai aaya hai,1.2,32.0,studio,-1,Detected:it
utt_1700,s3://india-speaks/raw/pa/utt_1700.wav,hi,c2daec5f,F,hai swagat hai hu hai aaya aaya aapka namaste,2.47,38.92,studio,0,Detected:it
utt_1701,s3://india-speaks/raw/gu/utt_1701.wav,bn,6986e025,M,hai hai kaise ho namaste,1.07,49.13,call-center,-1,Detected:it
utt_1702,s3://india-speaks/raw/pa/utt_1702.wav,ml,44c5c1c3,Other,hu ho hai swagat aaya,1.73,27.18,call-center,0,Detected:it
utt_1703,s3://india-speaks/raw/mr/utt_1703.wav,kn,e37c892f,F,se hu namaste naam hai ho aapka dilli hai,2.4,29.65,crowdsourced,1,Detected:it
utt_1704,s3://india-speaks/raw/ta/utt_1704.wav,mr,a9ecac99,F,namaste kaise dilli ho mera aapka mera,0.63,27.57,studio,0,Detected:fi
utt_1705,s3://india-speaks/raw/pa/utt_1705.wav,ur,ec215e56,F,se hai namaste hai ho dilli se aaya,1.76,45.74,studio,0,Detected:it
utt_1706,s3://india-speaks/raw/ta/utt_1706.wav,hi,a9a7ddcc,M,kaise dilli ho mera,1.6,57.01,studio,-1,Detected:de
utt_1707,s3://india-speaks/raw/ur/utt_1707.wav,kn,30e4f52b,M,hu ho aapka swagat aapka ho kaise,2.82,52.68,crowdsourced,1,Detected:fi
utt_1708,s3://india-speaks/raw/ur/utt_1708.wav,kn,54e3b068,M,hai namaste kaise kaise se hu aaya hai swagat,3.42,35.49,call-center,1,Detected:it
utt_1709,s3://india-speaks/raw/mr/utt_1709.wav,ta,ab82dd9e,Other,swagat mera swagat hu naam aapka kaise,3.31,32.05,call-center,-1,Detected:nl
utt_1710,s3://india-speaks/raw/en/utt_1710.wav,en,e424ff75,M,hu naam ho swagat kaise naam naam aaya naam se,2.08,51.02,studio,1,Detected:nl
utt_1711,s3://india-speaks/raw/en/utt_1711.wav,pa,4e61a162,F,swagat dilli dilli aaya ho mera,3.97,29.98,studio,-1,Detected:en
utt_1712,s3://india-speaks/raw/ur/utt_1712.wav,bn,f24c374b,M,naam kaise se namaste aapka hai swagat mera aaya hai,2.23,50.07,studio,0,Detected:en
utt_1713,s3://india-speaks/raw/ml/utt_1713.wav,pa,e444858b,M,aapka swagat mera swagat dilli aapka,2.73,27.54,call-center,-1,Detected:en
utt_1714,s3://india-speaks/raw/pa/utt_1714.wav,te,bd9da72f,F,namaste namaste namaste hai hai hai mera ho se,4.66,55.97,studio,1,Detected:it
utt_1715,s3://india-speaks/raw/en/utt_1715.wav,ta,16e6963e,M,hu hai hai swagat,4.23,46.35,call-center,0,Detected:it
utt_1717,s3://india-speaks/raw/pa/utt_1717.wav,te,1b2e0697,F,swagat aapka swagat se,1.03,47.46,crowdsourced,-1,Detected:es
utt_1718,s3://india-speaks/raw/gu/utt_1718.wav,pa,23916c91,F,aaya se mera namaste naam,3.41,36.34,crowdsourced,1,Detected:nl
utt_1719,s3://india-speaks/raw/kn/utt_1719.wav,bn,94fd5539,Other,se kaise swagat se hu aapka aaya kaise,2.97,50.61,studio,0,Detected:fi
utt_1720,s3://india-speaks/raw/mr/utt_1720.wav,en,467703b0,M,namaste swagat kaise hai naam,2.09,32.71,crowdsourced,1,Detected:nl
utt_1721,s3://india-speaks/raw/pa/utt_1721.wav,mr,9923ed1e,M,ho hu aapka hu naam hai aapka hu hu,1.93,34.82,studio,0,Detected:en
utt_1722,s3://india-speaks/raw/te/utt_1722.wav,ur,0c5b0c4a,Other,hai aaya ho,1.63,33.16,call-center,1,Detected:it
utt_1723,s3://india-speaks/raw/bn/utt_1723.wav,te,bcfb4ec9,F,aapka hai hai,4.81,53.67,call-center,0,Detected:it
utt_1724,s3://india-speaks/raw/mr/utt_1724.wav,te,b01aae2c,M,hai ho hu ho kaise mera dilli hai dilli hu,1.85,39.58,crowdsourced,-1,Detected:it
utt_1725,s3://india-speaks/raw/gu/utt_1725.wav,kn,10bf117d,M,kaise se hai,2.29,21.46,call-center,0,Detected:fi
utt_1726,s3://india-speaks/raw/kn/utt_1726.wav,kn,bf370b4f,Other,kaise hu hai mera hai,0.65,42.3,call-center,0,Detected:it
utt_1727,s3://india-speaks/raw/ml/utt_1727.wav,gu,5210d82e,M,namaste mera mera hai,3.59,24.88,crowdsourced,1,Detected:it
utt_1728,s3://india-speaks/raw/gu/utt_1728.wav,pa,3cc3acb7,F,namaste ho dilli dilli swagat namaste dilli se,2.41,38.94,crowdsourced,1,Detected:tr
utt_1729,s3://india-speaks/raw/ta/utt_1729.wav,en,0fed93c4,F,naam mera swagat ho,1.36,42.14,crowdsourced,-1,Detected:nl
utt_1730,s3://india-speaks/raw/gu/utt_1730.wav,ml,37333f48,M,se aaya kaise aaya hai,2.2,52.29,studio,1,Detected:it
utt_1731,s3://india-speaks/raw/hi/utt_1731.wav,gu,50d243de,F,mera namaste dilli mera aaya se kaise,3.76,22.38,crowdsourced,1,Detected:fi
utt_1732,s3://india-speaks/raw/hi/utt_1732.wav,hi,16fb28a1,M,hai mera kaise,3.33,57.41,studio,1,Detected:it
utt_1733,s3://india-speaks/raw/pa/utt_1733.wav,bn,be2dc298,F,se hai hu hai,3.99,21.64,call-center,0,Detected:it
